listing_id,id_x,date,temp_max,temp_min,apparent_temp_max,apparent_temp_min,rain,wind_speed,wind_gust,humidity,neighbourhood_cleansed,property_type,room_type,host_is_superhost,price,sentiment_stars,weather_category,weather_sentence,weather_sentiment_score
1945888,1105009031653874377,2024-03-04,18.8,15.3,19.8,15.5,18.5,18.5,57.2,89.95833333,Ward 54,Entire rental unit,Entire home/apt,t,1080.0,3.99,,,
1948161,1104957383982705037,2024-03-04,18.8,15.3,19.8,15.5,18.5,18.5,57.2,89.95833333,Ward 77,Entire rental unit,Entire home/apt,t,950.0,4.71,,,
1948161,1120945347437028308,2024-03-26,24.2,15.6,24.0,14.9,0.1,29.2,81.4,78.41666667,Ward 77,Entire rental unit,Entire home/apt,t,950.0,4.82,,,
1992333,1104235864019591683,2024-03-03,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,Ward 23,Entire rental unit,Entire home/apt,,,4.4,,,
1992333,1111515359827625248,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 23,Entire rental unit,Entire home/apt,,,4.7,,,
2845124,1104185869710928526,2024-03-03,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,Ward 64,Entire home,Entire home/apt,f,1530.0,4.79,,,
2845124,1114372783304146061,2024-03-17,27.7,15.8,27.0,12.9,0.0,33.6,92.5,61.5,Ward 64,Entire home,Entire home/apt,f,1530.0,4.95,,,
2845124,1120124388760734010,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 64,Entire home,Entire home/apt,f,1530.0,4.76,,,
2845124,1122303212870624272,2024-03-28,22.4,15.7,21.2,13.8,0.0,33.1,91.8,79.33333333,Ward 64,Entire home,Entire home/apt,f,1530.0,4.65,,,
2864973,1121665891291849891,2024-03-27,23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,Ward 61,Entire rental unit,Entire home/apt,f,2715.0,4.4,,,
2878153,1115770982745900910,2024-03-19,26.8,17.4,27.6,16.0,0.0,29.3,74.9,77.375,Ward 74,Entire home,Entire home/apt,f,1250.0,4.89,,,
2895692,1103455347842884241,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 115,Entire condo,Entire home/apt,f,,4.6,,,
2895692,1109997266155317959,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 115,Entire condo,Entire home/apt,f,,4.3,,,
2000857,1123848827075313590,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 54,Entire rental unit,Entire home/apt,f,,4.89,,,
2015634,1117278918781259813,2024-03-21,33.5,17.7,35.1,19.3,0.0,8.1,28.4,58.875,Ward 54,Entire villa,Entire home/apt,f,9900.0,4.9,,,
2015634,1120899766038601661,2024-03-26,24.2,15.6,24.0,14.9,0.1,29.2,81.4,78.41666667,Ward 54,Entire villa,Entire home/apt,f,9900.0,4.74,,,
3014209,1102722160311466575,2024-03-01,23.4,15.8,25.7,16.2,0.0,18.0,51.5,83.0,Ward 64,Entire cottage,Entire home/apt,t,1705.0,4.58,,,
3014209,1109971611274628607,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 64,Entire cottage,Entire home/apt,t,1705.0,4.87,,,
3014209,1115082570057570428,2024-03-18,31.6,15.2,33.0,15.3,0.0,19.6,52.2,66.45833333,Ward 64,Entire cottage,Entire home/apt,t,1705.0,4.48,,,
3014209,1121588230071582160,2024-03-27,23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,Ward 64,Entire cottage,Entire home/apt,t,1705.0,4.73,,,
3015300,1118742314128624553,2024-03-23,20.7,14.5,20.2,14.9,0.0,16.0,45.0,72.91666667,Ward 61,Entire home,Entire home/apt,t,5000.0,4.66,,,
3015300,1124485936931495579,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 61,Entire home,Entire home/apt,t,5000.0,4.77,,,
2051863,1107153046577546885,2024-03-07,21.8,13.2,20.0,12.9,0.0,24.1,76.0,77.95833333,Ward 54,Entire guest suite,Entire home/apt,t,1947.0,4.72,,,
2053265,1105711089058168372,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 115,Entire rental unit,Entire home/apt,t,605.0,4.59,,,
2053265,1110063022058246357,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 115,Entire rental unit,Entire home/apt,t,605.0,3.83,,,
2053265,1117284312110210621,2024-03-21,33.5,17.7,35.1,19.3,0.0,8.1,28.4,58.875,Ward 115,Entire rental unit,Entire home/apt,t,605.0,4.84,,,
3024048,1102786758256104239,2024-03-01,23.4,15.8,25.7,16.2,0.0,18.0,51.5,83.0,Ward 77,Entire home,Entire home/apt,f,,4.88,,,
3024048,1118703045730543474,2024-03-23,20.7,14.5,20.2,14.9,0.0,16.0,45.0,72.91666667,Ward 77,Entire home,Entire home/apt,f,,4.38,,,
3024048,1123853410747822726,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 77,Entire home,Entire home/apt,f,,4.55,,,
2080138,1103525129541261578,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.67,,,
2080138,1106382259388485473,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.66,,,
2080138,1107130675722037324,2024-03-07,21.8,13.2,20.0,12.9,0.0,24.1,76.0,77.95833333,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.66,,,
2080138,1109984751071409133,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.56,,,
2080138,1116572248466687852,2024-03-20,34.5,17.8,36.7,18.9,0.0,15.8,43.2,66.5,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.57,,,
2080138,1120956046885827143,2024-03-26,24.2,15.6,24.0,14.9,0.1,29.2,81.4,78.41666667,Ward 115,Entire loft,Entire home/apt,f,2630.0,4.85,,,
3030455,1117959420451758756,2024-03-22,23.2,15.4,23.6,16.7,2.1,15.8,47.9,85.375,Ward 54,Entire rental unit,Entire home/apt,t,2600.0,4.08,,,
3033914,1119400901955316466,2024-03-24,21.5,15.1,20.2,14.5,0.0,20.3,65.9,68.875,Ward 54,Entire home,Entire home/apt,t,23643.0,4.9,,,
3047690,1110065915718869408,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 74,Entire cottage,Entire home/apt,t,2300.0,4.93,,,
2080336,1115766915464960005,2024-03-19,26.8,17.4,27.6,16.0,0.0,29.3,74.9,77.375,Ward 54,Entire rental unit,Entire home/apt,t,723.0,4.9,,,
3057403,1107843814384038842,2024-03-08,23.6,16.7,25.1,17.2,1.7,18.1,55.8,81.125,Ward 54,Entire rental unit,Entire home/apt,t,2532.0,4.88,,,
3057403,1112178373280250677,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 54,Entire rental unit,Entire home/apt,t,2532.0,4.52,,,
3057403,1117268373550640879,2024-03-21,33.5,17.7,35.1,19.3,0.0,8.1,28.4,58.875,Ward 54,Entire rental unit,Entire home/apt,t,2532.0,4.61,,,
3057403,1124506123425879261,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 54,Entire rental unit,Entire home/apt,t,2532.0,4.34,,,
2080372,1111532435278751257,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 115,Entire loft,Entire home/apt,f,1044.0,4.29,,,
2080372,1120149716752556027,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 115,Entire loft,Entire home/apt,f,1044.0,4.8,,,
3082554,1112919972660434832,2024-03-15,24.2,12.2,25.9,11.7,0.0,15.3,45.0,78.41666667,Ward 54,Entire home,Entire home/apt,t,3273.0,4.65,,,
3082554,1120181801677607326,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 54,Entire home,Entire home/apt,t,3273.0,4.9,,,
3096547,1108586454232532794,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 54,Entire rental unit,Entire home/apt,t,2643.0,3.51,,,
2112960,1109287934623453409,2024-03-10,24.8,17.2,24.9,15.4,0.0,27.4,69.5,72.875,Ward 61,Entire home,Entire home/apt,f,12995.0,4.74,,,
2112960,1123083714949451106,2024-03-29,24.3,16.9,23.5,13.6,0.0,30.7,88.9,67.875,Ward 61,Entire home,Entire home/apt,f,12995.0,4.8,,,
2147358,1104240848898397720,2024-03-03,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,Ward 54,Entire rental unit,Entire home/apt,t,1219.0,4.47,,,
3161617,1107177257173977033,2024-03-07,21.8,13.2,20.0,12.9,0.0,24.1,76.0,77.95833333,Ward 61,Entire villa,Entire home/apt,t,4000.0,4.69,,,
3161617,1111471015523035942,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 61,Entire villa,Entire home/apt,t,4000.0,4.81,,,
3161617,1119457204262674432,2024-03-24,21.5,15.1,20.2,14.5,0.0,20.3,65.9,68.875,Ward 61,Entire villa,Entire home/apt,t,4000.0,4.01,,,
2166889,1111416837186064070,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 54,Entire villa,Entire home/apt,t,6329.0,4.29,,,
2179981,1116559859497945107,2024-03-20,34.5,17.8,36.7,18.9,0.0,15.8,43.2,66.5,Ward 54,Entire rental unit,Entire home/apt,f,1683.0,4.37,,,
2179981,1121583462348288069,2024-03-27,23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,Ward 54,Entire rental unit,Entire home/apt,f,1683.0,4.59,,,
3201567,1112201047787844483,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 4,Private room in guest suite,Private room,f,713.0,4.91,,,
3221642,1107066628233725883,2024-03-07,21.8,13.2,20.0,12.9,0.0,24.1,76.0,77.95833333,Ward 64,Private room in home,Private room,t,380.0,4.88,,,
3221642,1123064261191108694,2024-03-29,24.3,16.9,23.5,13.6,0.0,30.7,88.9,67.875,Ward 64,Private room in home,Private room,t,380.0,4.69,,,
2185497,1106362725464921789,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 115,Entire rental unit,Entire home/apt,t,836.0,4.49,,,
2185497,1115862406629925527,2024-03-19,26.8,17.4,27.6,16.0,0.0,29.3,74.9,77.375,Ward 115,Entire rental unit,Entire home/apt,t,836.0,4.75,,,
3259518,1107905094352773490,2024-03-08,23.6,16.7,25.1,17.2,1.7,18.1,55.8,81.125,Ward 55,Entire condo,Entire home/apt,t,1025.0,4.81,,,
3259518,1111479750039549446,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 55,Entire condo,Entire home/apt,t,1025.0,4.56,,,
3259518,1114386515215229471,2024-03-17,27.7,15.8,27.0,12.9,0.0,33.6,92.5,61.5,Ward 55,Entire condo,Entire home/apt,t,1025.0,4.88,,,
3259518,1116523376410219055,2024-03-20,34.5,17.8,36.7,18.9,0.0,15.8,43.2,66.5,Ward 55,Entire condo,Entire home/apt,t,1025.0,4.82,,,
3259518,1120174378950745934,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 55,Entire condo,Entire home/apt,t,1025.0,4.96,,,
3265646,1104191420179380363,2024-03-03,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,Ward 62,Entire guesthouse,Entire home/apt,t,1650.0,4.37,,,
3265646,1110773989248490057,2024-03-12,25.4,17.4,26.0,18.4,0.2,17.3,51.1,77.41666667,Ward 62,Entire guesthouse,Entire home/apt,t,1650.0,4.67,,,
3267712,1118056326984248722,2024-03-22,23.2,15.4,23.6,16.7,2.1,15.8,47.9,85.375,Ward 64,Entire cottage,Entire home/apt,t,1454.0,4.8,,,
3267712,1123792055405191745,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 64,Entire cottage,Entire home/apt,t,1454.0,3.79,,,
2224057,1103457586846895943,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 77,Entire guest suite,Entire home/apt,t,845.0,4.95,,,
2224057,1106437020860660195,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 77,Entire guest suite,Entire home/apt,t,845.0,4.77,,,
2224057,1117988645255142744,2024-03-22,23.2,15.4,23.6,16.7,2.1,15.8,47.9,85.375,Ward 77,Entire guest suite,Entire home/apt,t,845.0,4.38,,,
2224057,1122334829446782688,2024-03-28,22.4,15.7,21.2,13.8,0.0,33.1,91.8,79.33333333,Ward 77,Entire guest suite,Entire home/apt,t,845.0,4.68,,,
3277357,1104935274625057910,2024-03-04,18.8,15.3,19.8,15.5,18.5,18.5,57.2,89.95833333,Ward 77,Entire rental unit,Entire home/apt,,1388.0,4.81,,,
3277357,1107820133860961304,2024-03-08,23.6,16.7,25.1,17.2,1.7,18.1,55.8,81.125,Ward 77,Entire rental unit,Entire home/apt,,1388.0,4.69,,,
2229515,1105616632141721788,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 115,Entire rental unit,Entire home/apt,f,1000.0,4.86,,,
2229515,1112888722151357039,2024-03-15,24.2,12.2,25.9,11.7,0.0,15.3,45.0,78.41666667,Ward 115,Entire rental unit,Entire home/apt,f,1000.0,4.85,,,
3318572,1105712404677767719,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 77,Entire condo,Entire home/apt,t,1062.0,4.65,,,
3318572,1124549623270379035,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 77,Entire condo,Entire home/apt,t,1062.0,4.67,,,
2252203,1103458218658601012,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 54,Entire home,Entire home/apt,t,7715.0,3.11,,,
2252203,1108532223763528000,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 54,Entire home,Entire home/apt,t,7715.0,4.42,,,
2252203,1112155884813667041,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 54,Entire home,Entire home/apt,t,7715.0,4.84,,,
3338147,1108599452926782218,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 77,Private room in rental unit,Private room,f,467.0,4.86,,,
3338147,1124537470116996298,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 77,Private room in rental unit,Private room,f,467.0,4.76,,,
3341621,1124499979103025437,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 115,Entire condo,Entire home/apt,t,1885.0,4.85,,,
2286781,1103526827061100452,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 54,Entire rental unit,Entire home/apt,f,1943.0,3.2,,,
2286781,1106420346161752810,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 54,Entire rental unit,Entire home/apt,f,1943.0,4.18,,,
2286781,1112241606909344216,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 54,Entire rental unit,Entire home/apt,f,1943.0,4.74,,,
2286781,1120168842440332158,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 54,Entire rental unit,Entire home/apt,f,1943.0,4.92,,,
3358490,1103444042154645910,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 77,Entire rental unit,Entire home/apt,t,898.0,4.87,,,
3358490,1109998026912556638,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 77,Entire rental unit,Entire home/apt,t,898.0,4.89,,,
3358490,1111495549126883108,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 77,Entire rental unit,Entire home/apt,t,898.0,4.87,,,
3358490,1117323308013213444,2024-03-21,33.5,17.7,35.1,19.3,0.0,8.1,28.4,58.875,Ward 77,Entire rental unit,Entire home/apt,t,898.0,4.51,,,
3358490,1124563540964461636,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 77,Entire rental unit,Entire home/apt,t,898.0,4.43,,,
2309049,1105640885931769836,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 54,Entire home,Entire home/apt,t,4797.0,4.65,,,
2309049,1108634540318137039,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 54,Entire home,Entire home/apt,t,4797.0,4.81,,,
2309049,1111525197646293301,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 54,Entire home,Entire home/apt,t,4797.0,4.67,Wind,"Maureen is excellent is an communicator.<br/>Quite frankly, just relaxing at her home was one of the best parts of our vacation in Cape Town.....with the lovely view and breeze from the ocean on one side and view of the mountains on the other.",4.49
2309049,1122338284132908174,2024-03-28,22.4,15.7,21.2,13.8,0.0,33.1,91.8,79.33333333,Ward 54,Entire home,Entire home/apt,t,4797.0,4.96,,,
2309049,1123792198718757228,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 54,Entire home,Entire home/apt,t,4797.0,4.69,,,
2321768,1123016108278147611,2024-03-29,24.3,16.9,23.5,13.6,0.0,30.7,88.9,67.875,Ward 62,Entire home,Entire home/apt,t,2364.0,4.79,,,
2347927,1105706477204862013,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 115,Private room in townhouse,Private room,f,460.0,4.38,,,
2347927,1109996047570827021,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 115,Private room in townhouse,Private room,f,460.0,4.16,,,
2347927,1113590706374361414,2024-03-16,22.0,16.5,20.1,12.8,0.2,35.0,94.0,70.04166667,Ward 115,Private room in townhouse,Private room,f,460.0,4.43,,,
2347927,1121617071535447319,2024-03-27,23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,Ward 115,Private room in townhouse,Private room,f,460.0,4.87,,,
2350003,1102820256647898487,2024-03-01,23.4,15.8,25.7,16.2,0.0,18.0,51.5,83.0,Ward 77,Entire home,Entire home/apt,t,2854.0,4.47,Heat,The only small downside might be the ground floor bedroom which is a bit dark and does not have AC which is needed on a few of the hotter summer nights.,3.43
3589058,1106437141636650410,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 77,Entire townhouse,Entire home/apt,f,1277.0,3.85,,,
3589058,1110708678686853760,2024-03-12,25.4,17.4,26.0,18.4,0.2,17.3,51.1,77.41666667,Ward 77,Entire townhouse,Entire home/apt,f,1277.0,4.29,,,
3607015,1102769786187376996,2024-03-01,23.4,15.8,25.7,16.2,0.0,18.0,51.5,83.0,Ward 54,Private room in rental unit,Private room,t,619.0,4.52,,,
3607015,1105654963640100140,2024-03-05,23.0,15.1,23.4,14.8,0.2,14.5,43.2,68.54166667,Ward 54,Private room in rental unit,Private room,t,619.0,4.92,,,
3607015,1110059447631998028,2024-03-11,30.9,15.5,34.2,15.9,0.0,25.6,66.2,71.125,Ward 54,Private room in rental unit,Private room,t,619.0,4.8,,,
3607015,1123800228636230529,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 54,Private room in rental unit,Private room,t,619.0,4.7,,,
2370212,1103505866183853181,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 115,Entire loft,Entire home/apt,t,1209.0,4.21,,,
2370212,1112171071049370669,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 115,Entire loft,Entire home/apt,t,1209.0,4.72,,,
2378969,1109351699167661437,2024-03-10,24.8,17.2,24.9,15.4,0.0,27.4,69.5,72.875,Ward 54,Entire guest suite,Entire home/apt,t,2593.0,3.29,,,
2378969,1120152532558797541,2024-03-25,22.3,15.3,22.3,13.9,0.0,21.4,62.3,77.79166667,Ward 54,Entire guest suite,Entire home/apt,t,2593.0,4.34,,,
2401492,1113669673187722470,2024-03-16,22.0,16.5,20.1,12.8,0.2,35.0,94.0,70.04166667,Ward 61,Entire home,Entire home/apt,t,2308.0,4.71,,,
2402624,1112160394397854272,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 23,Entire rental unit,Entire home/apt,t,1595.0,4.53,,,
2402624,1122362135386426435,2024-03-28,22.4,15.7,21.2,13.8,0.0,33.1,91.8,79.33333333,Ward 23,Entire rental unit,Entire home/apt,t,1595.0,4.77,,,
3677171,1124459755600463489,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 77,Private room in home,Private room,,550.0,4.42,,,
2442614,1106444788085612855,2024-03-06,24.3,14.4,25.4,13.1,0.0,14.2,40.7,67.0,Ward 64,Entire guesthouse,Entire home/apt,t,2020.0,4.88,,,
2442614,1110722268379905947,2024-03-12,25.4,17.4,26.0,18.4,0.2,17.3,51.1,77.41666667,Ward 64,Entire guesthouse,Entire home/apt,t,2020.0,4.92,,,
2442838,1104975639749308323,2024-03-04,18.8,15.3,19.8,15.5,18.5,18.5,57.2,89.95833333,Ward 23,Entire rental unit,Entire home/apt,t,1595.0,3.95,,,
2442838,1122388663831746167,2024-03-28,22.4,15.7,21.2,13.8,0.0,33.1,91.8,79.33333333,Ward 23,Entire rental unit,Entire home/apt,t,1595.0,4.83,,,
3735272,1107154811390604008,2024-03-07,21.8,13.2,20.0,12.9,0.0,24.1,76.0,77.95833333,Ward 62,Entire home,Entire home/apt,f,2000.0,4.08,,,
3740207,1111493363929330468,2024-03-13,24.0,15.5,23.0,15.7,0.0,19.9,58.0,66.125,Ward 74,Entire cottage,Entire home/apt,t,950.0,4.9,Cold,"It has a big pool that is in direct sunlight all day, so pool is always never too cold.",4.09
3740207,1121583101479665863,2024-03-27,23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,Ward 74,Entire cottage,Entire home/apt,t,950.0,3.39,,,
3749105,1112912100170091476,2024-03-15,24.2,12.2,25.9,11.7,0.0,15.3,45.0,78.41666667,Ward 115,Entire condo,Entire home/apt,t,,3.96,,,
3749105,1123028350721757279,2024-03-29,24.3,16.9,23.5,13.6,0.0,30.7,88.9,67.875,Ward 115,Entire condo,Entire home/apt,t,,4.85,,,
2446152,1103448739483216117,2024-03-02,25.9,17.5,26.0,14.2,0.0,38.9,106.6,79.29166667,Ward 77,Private room in home,Private room,,472.0,4.71,,,
2446152,1108539328947938610,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 77,Private room in home,Private room,,472.0,4.66,,,
2446152,1123784204727932131,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 77,Private room in home,Private room,,472.0,4.32,,,
3756239,1123766866428047270,2024-03-30,33.8,15.2,34.8,15.1,0.0,17.4,46.8,58.75,Ward 54,Entire place,Entire home/apt,f,605.0,4.72,,,
3773489,1112188865779909269,2024-03-14,24.7,16.5,25.5,15.2,0.0,21.7,56.9,68.20833333,Ward 54,Entire rental unit,Entire home/apt,f,1385.0,4.62,,,
3789150,1124544270921668760,2024-03-31,19.4,15.1,19.4,14.9,2.7,22.8,76.0,89.58333333,Ward 23,Entire home,Entire home/apt,t,2562.0,4.77,,,
3790952,1108665170206254434,2024-03-09,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,Ward 64,Entire guest suite,Entire home/apt,f,737.0,1.99,,,
2468991,1114427562265145188,2024-03-17,27.7,15.8,27.0,12.9,0.0,33.6,92.5,61.5,Ward 77,Entire home,Entire home/apt,t,2479.0,4.97,,,
3799507,1109356967406309914,2024-03-10,24.8,17.2,24.9,15.4,0.0,27.4,69.5,72.875,Ward 77,Entire bungalow,Entire home/apt,t,1624.0,4.76,,,
3799507,1119489567527740322,2024-03-24,21.5,15.1,20.2,14.5,0.0,20.3,65.9,68.875,Ward 77,Entire bungalow,Entire home/apt,t,1624.0,4.81,,,
3799507,1123073111783605662,2024-03-29,24.3,16.9,23.5,13.6,0.0,30.7,88.9,67.875,Ward 77,Entire bungalow,Entire home/apt,t,1624.0,4.9,,,
